image_path,extracted_text
./Train/Image/train2600.jpg,দ্বাজনীতি এবং<br>খ্ৰৱোৱা চ্যানেল <b>ध्राद्धा</b> দেখবনা কেউ রেপ X Cal এসর দেখলে তোটাকা<br>ইনকাম হবেনা ছাত্রছাত্রীরা অনুশ্র থেকে মৃত্যুর সাথে লড়ছে মিমিনুসরত ভেটির<br>আগে ডায়েটকন্টোল করছে এটাইলাভজনক
./Train/Image/train1100.jpg,OF DAD FEJAAA OFF JAAA OFF ও বলেছিল জাতীয় বিশ্ববিদ্যালয় <u>হতে পড়াশুনা করে চলে আসবে!</u> OFFTANA কিন্তু ও পড়াশুনা শেষ করতে পারেনি আমি এখনও অপেক্ষায় আছি!!!
./Train/Image/train0631.jpg,ঈদের শপিং করতে নিউমার্কেট যাচ্ছি 😔
./Train/Image/train2300.jpg,বাঘ এবং বাঘের বাচ্চা © meme junctionবাংলা (দয়া করে কেউ রাজনীতি খুঁজবেন না)
./Train/Image/train0877.jpg,ইডির তলব নিয়ে একটা প্রশ্ন করতে পারি?! করে ফেলুন... বলছিলাম দেখা করতে কি ভাইপো একা যাবে? নাকি সাথে শালীকেও নিয়ে যাবে?!
./Train/Image/train1553.jpg,কিথেয়েছিস ? মুখ থেকে বোৰ্নভিটা কিমের গন্ধা আসছে ? OVODPO MEMES
./Train/Image/train2059.jpg,কিশোর–কিশোরীর প্রেমের বন্ধনে অজানার উদ্দেশ্যে পারি দে<u>য়।</u> এরাও প্রেম করে। FAKÍ র আমি শালা সিঞ্জল আ
./Train/Image/train2397.jpg,#FARHANAHMED_MEMES <sup>*</sup>কুরআন<br>তেলাওয়াত ডিপ্রেশ্ব
./Train/Image/train0952.jpg,একবার কটকট SIN et amare Bacha ত্থাৱা ঘূচিয়ুটে কালো মেঘ <b>KEU AMARE BACHA</b> বৰ্ষা হূমি ইভাবে মিসকুলাদা 2 (Ki:
./Train/Image/train1207.jpg,"BUZZ Facebook এ মেয়েদেরকে Msg দেওয়ার চেয়ে কুকুর কে পাথর মারা ভাল, বুঝলি দোস্ত? BUZZ কেনু দোস্ত?? FB/FAKIBAJIBI) আরে কুকুর তো Reply হলেও দেয় আর মেয়েরা সারাদিন গুতাইলেও Reply দেয় না"
./Train/Image/train0795.jpg,চোখে ঘুম ঘুম ভাব নিয়ে সেহেরি খাচ্ছি* SHITPOSTING
./Train/Image/train0190.jpg,এরা এদের দৃত্যুর জন্য নিজেরাই দায়ী  MEMES অলিম্পিকের মেডেল থেকে মঙ্গলযান<br>সব কৃতিত্বই এনার
./Train/Image/train2107.jpg,যখন কোনো মেয়ে বলে তুমি তো অনেক সুন্দর কিউট তখন আমিঃ-
./Train/Image/train2432.jpg,ভাবে আছি @দিহান কারণ স্কুলের স্বর্ডেয়ে সুন্দরী মেয়েকে প্রোপোজকরে আসলাম
./Train/Image/train1450.jpg,"When you are having a great time with all of your cousins and suddenly one of them says ""চলো গানের কলি খেলি"""
./Train/Image/train2027.jpg,यात्र मत्त करेता उर्रहिलाम! FAKI BAUI পরে বুঝলাম। এইটা তো বাস না। বড়সর একটা ওডেন আছিলো!
./Train/Image/train2814.jpg,"সবকিছু করার একটা নির্দিষ্ট যায়গা আছে, যেখানে বইসা কাজ করলে মনোযোগ দেয়া যায়। কিন্তু শালার পড়ালেখা ....যেখানেই পড়ি না কেন,মনোযোগ দেয়াই যায় না।"
./Train/Image/train1594.jpg,"MAIRALAAA হ্যালো, বন্ধু তোর গার্লফ্রেন্ডরে বলনা... আমার<br>জন্য একটা গার্লফ্রেন্ড খুইজা, দুটতে ! N ATOK MAJRALAAA"
./Train/Image/train1810.jpg,"ধরা যাবেনা ছোঁয়া যাবেনা, বলা যাবেনা কথা AKI BA রক্ত দিয়ে পেলাম শালার এমন স্বাধীনতা ?"
./Train/Image/train2225.jpg,বাংলাদেশের সরচেয়ে বড় সোনার খনি কোথায় অবস্থিত ?? জিয়া আন্তর্জাতিক বিমানবন্দরে
./Train/Image/train0081.jpg,"এই সোনা জানো, বাবা গত সপ্তাহে লটারি জিতেছিল আবার এই সপ্তাহেও জিতেছে... তোমার বাবা তৃণদূল করে? MEMES ঠিক ধরেছো, আমি তো তোমাকে বলিনি, তুমি কী করে জানলে!"
./Train/Image/train1852.jpg,অভদ্ৰ Meme 2.0 তাই দুপ্পুর বেলাতে ঘুমিও
./Train/Image/train0144.jpg,* Girls without orna exist; Le Elakar Murubbi nibbas: <b>@My Fucking Memes</b> মেয়েগুলার লজ্জা-শরম বইলা কি
./Train/Image/train2184.jpg,এসো নবীন ভয় নাই ছাত্রলীগে সন্ত্রাস নাই নিক্ষা-শান্তি-প্রগতি
./Train/Image/train1508.jpg,হাম আল্লাহ অব্ৰোধ না থামলে আমি পালামু কেমৰে
./Train/Image/train0584.jpg,এনালগ যুর্গের মেয়েরা ব্রেকআপের পর গায় kopa samsu যেও না সাথী ..... ডিজুটাল যুগের মেয়েরা ব্রেক্তাপের পর DEN TO samsu kopa চলে গেছোূতাতে কি নতুন একটা পেয়েছি তোমার চেয়ে আরও ধনী
./Train/Image/train0355.jpg,"বর্তমান বাজারে গরু গোস্ত ৭৫০ টাকা কেজি, খাশির গোস্ত ১১০০ কেজি, মুরগির মাংস ২৫০ টাকা কেজি, ডিম ১৫০ টাকা ওজন। Meanwhile আওয়ামিলীগ নেতা-কর্মীঃ- ধুর... ভাতই খাঁৰোনা"
./Train/Image/train1920.jpg,ডাক্তার আসিবার পূর্বে রোগী মারা গেল্ল<sup>®</sup><br>এই যুগ শেষ ১... PAL ঞ্মন ভোটগ্রহন শুরুর আগেই ভোট প্রদান শেষ এৱা ঘূগ চালু হইছে।
./Train/Image/train1196.jpg,BANGLATROLL.COM BANGLA যখন ঘুম থেকে উঠে দেখো সেহেরীর আর ৫ মিনিট বাকি
./Train/Image/train1526.jpg,"MAIRALA KEU AMARE সুন্দর মানেই কি শুধু ফর্সা? সুন্দর কালো হয়, ফর্সা হয়, শ্যামলাও হয় ভুৱি যানেই কি ভুগ্ন বেসাইজ্য ভুৱি ঢাণ্টা হয়, গোল হয়, থলথলেও হয়"
./Train/Image/train0268.jpg,"ABP Ananda 26m · 3 দিল্লিতে বঙ্গভবনে ‘খোঁজ’ মিলল মানিক ভট্টাচার্যর #manikbhattacharya #primarytet দিল্লীর বঙ্গভবনে আগে বিভিন্ন কারনে বাংলার ছেলে মেয়েরা স্বল্প টাকায় ঘর পেতো। এখন তৃণমূলের চোর বাটপার, চিটিংবাজ নেতা মন্ত্রী বিধায়কেরা দিল্লী পালিয়ে বঙ্গ <u>ভবনে</u> আশ্রয় নেবার জায়গা হয়েছে। হাইলি সাস্পিসিয়াস!"
./Train/Image/train1391.jpg,<u> মুগ্রান্ডয়</u> সংবাদ- ত বিরোধীদের বাংলার মাটিলে ঠাঁই লেই: সরঞ্জিত ভারত বিরোধীদের বাংলার মাটিতে ঠাই নেই চাচা আমিতো ভারত রিরোধী FAKI BAUI Faki baji Faki baji Faki baji Faki baji Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa Signa S Faki baji Faki bail আমেরিকা বা কানাডা হলে ভালো হয়। <b>लालाभारेत स्टार्थ दूद्य ता</b>। <mark>ମା द्वलେ ତୋ ଆଧି ।                                  </mark>
./Train/Image/train0656.jpg,Mahatab Hossain 🥥 3d · 🕙 ঢাবিতে ছাত্রলীগ ও ছাএলীগের মধ্যে সংঘর্ষ 🐸 🚹 879 (confused unga bunga)
./Train/Image/train0506.jpg,"ETV BHARAT WEST BENGAL Agriculture and Health Fair : স্কুল-কলেজ বন্ধ হলেও ফিতে কেটে মেলা উদ্বোধন মন্ত্রীর করোনা কেবল স্কুল গেলেই হয়, মেলায় গেলে নয়! EMES"
./Train/Image/train1593.jpg,"সেভেন আপ, কোকাকোলা এর বোতল সারাদিন পানি না খেয়ে ব্যবহার করা ছাত্র ক্লাস করে জন্ডিস পানির ফ্লাস্ক আক্রান্ত হওয়া ছাত্র ব্যবহার করা ছাত্র"
./Train/Image/train1386.jpg,কখনো ছেড়ে দিও না সেই হাত.. যে হাত তোমাকে বড় করেছিল!!
./Train/Image/train0742.jpg,বাদাম Me সিঙ্গারা
./Train/Image/train2617.jpg,Wir. ডাক্তার আমি<br>বাঁচবো তো..? সকাল সন্ধ্যা করলার জুস খেতে হবে <u>ফেইসবুক তামাশা ভার্সন ২</u>
./Train/Image/train2553.jpg,পরিক্ষার জন্য যেমন প্রস্তুতি নেইঃ AntiYn™ পরিক্ষায় যেমন লিখে আসিঃ AJONA BOLD OF
./Train/Image/train1399.jpg,আমি দুইটা কারনে PIOIE কিনবো বা ১. এই ফোন বাঁকা হইয়া যায় THE TROLL BAZER আমার এত টেকা নাই!
./Train/Image/train0295.jpg,"রাতে আব্বু বাসায় আসার পর, Halal ছোট ভাই/বোন: memes MARCELO আব্বু! ভাইয়া আমাকে 8 -ks7"
./Train/Image/train0689.jpg,যখন ঈদে কেউ সেলামী না দেয় তখন আমিঃ- OLDMINES #নীলাদ্ৰ
./Train/Image/train0037.jpg,"ক্লোজআপ দিয়ে পাঁচ বছর যাবং দাঁত ব্রাশ করতেছি Senela Natok দাঁতা আকু सितिं 0 SELECTION (1971) কিন্তু আজও একটা মেয়ে বললো না! কাছে এসো,কাছে এসো marsel"
./Train/Image/train0627.jpg,"সরকারি অনুষ্ঠানে আমাকে ডেকে এনে ""জয় শ্রী রাম"" স্লোগান তুলে আমাকে অপমান করা হয়েছে। আমি এর প্রতিবাদে কোনো বক্তৃতা দেবো না। ""আমরা সবাই অযোধ্যায় রাম<br>মন্দির গড়তে টাকা দেবো।"""
./Train/Image/train2137.jpg,Extraction দেখার পর সবাই : UwU Memes বাঙালি একটা জিনিস পাইলে চুইলা ভোনটার অবস্থা<br>এমন করবো য়েন মাথা ঢুকানো যায়
./Train/Image/train0996.jpg,खाँगे चरि पाञ्चाख কারন দুপুরের খাবার পর তার দুই রোজা হয়ে গেছে
./Train/Image/train1633.jpg,"অডিলা, চোর্কুনাল थे गद्म पूर्णित सात की? MEMES অডিষেক + কয়লা আর চোর + কুনাল"
./Train/Image/train2892.jpg,"ছোট ভাইঃ আঙ্কেল আপনার নাম নাহ যে কি? আঙ্কেলঃ হারুন obylid hasan ছোট ভাইঃ আপনি পাদ দিলে, আন্টি বলে দারুণ দারুণ। লজ্জায় আন্টি লেঃ ছোট ভাই অসহায় আঙ্কেল আম্ম আব্বু শিখিয়ে দেওয়া আপু আর আমি"
./Train/Image/train1597.jpg,পরিক্ষার হলে: *আমার খাতা *স্যার NUPANI<br>MEME
./Train/Image/train0072.jpg,"▲abp আনন্দ TMC MLA Threats : ""বুথে ঢুকে দেখাও"", ফের বিরোধীদের হুঁশিয়ারি তৃণমূল বিধায়কের BY ওয়েব ভেস্ক, এবিপি আনন্দ SEPTEMBER 29, 2022 ওরে আমাকে দেখেও তোদের শিক্ষা হয়নি! আর কবে হবে! শ্রীলংকান দাওয়াই খাওয়ার পর়!?"
./Train/Image/train2204.jpg,"2772 70 50 स्थम श्राला লাদাখ সীমান্তের আসকে আমার মন ভালো মা-ছেলের বরফ গলেনি ত্রিকেট নেই: খালেদা জিয়া » এতিয়াট্রক ৭ <b>3) (458) 50</b> RE 33, 70 WE 600 পদ্মা সেতুর উদ্বোধনের দুই ঈদ মোবারকের সাথে পদ্মা কথা শুনে হার্ট অ্যাটাক সেতু মোবারক পালনের ঘোষণা দিলেন প্রধানমন্ত্রী শেখ হাসিনা করলেন মির্জা ফখরুল বিস্তারিত পড়ন 🗤 Rā Tül পদ্মা সেতু মানেই জননেত্রী মা শেখ बाला पूर्व ३ समा ३ হাসিনা, বললেন ওবায়দুল কাদের"
./Train/Image/train0553.jpg,দিদির দৃত Table<br>(Mar) बाम कार्यकार<br>इ.स.च्यांकार MEMES 6 দিদিৱ 1 8
./Train/Image/train1916.jpg,রাজনীতি করি না বুঝিও না... তবে দিদিকে ভালো লাগে! com শীঘ্রই রাজ্যসভা সিট কি বুঝলেন খালি হতে চলেছে... মিত্তির মশাই?
./Train/Image/train1701.jpg,ডেডি চলেন XXX দেইখা আসি CÔVIÂN পাডার পোপাড়া বাপুরে কয় XXX দেখতে যাইতে আহারে ডেড়ি মুই তো দিপিকার নতুন মুভির কথা কইছি
./Train/Image/train2639.jpg,"AINI ANI ওর মা নেই, ওকে গ্রেফতার করা অনুচিত MEMES বলছিলাম ঘোষ বাবু, পিসি থাকলে গ্রেফতার করী যাবে?"
./Train/Image/train1261.jpg,क्रिया अस्ति । अस्ति । अस्ति । চোষা (BIET) চোমা চোষা (HETER) TEACHER'S DAY আজকে নাকি হাগ ডে চোষা (চাষা চোষা চোষা (চাষা র য়া টোষা আমার কি আমি তো প্রতিদিন হাগি
./Train/Image/train1206.jpg,"খবর রাজ্য শান্তনুর অফিস ঘিরল সিপিএম, মীনাক্ষীদের সঙ্গে খণ্ডযুদ্ধ পুলিশের On Mar 13, 2023 Last updated Mar 13, 2023 MINIS সিপেম খুব বাড়াবাড়ি শুরু করেছে। আমাদের সৎ কর্মীদের সাথে দুর্ব্যবহার করছে।"
./Train/Image/train0892.jpg,ফ্রীতে পুকুর কাটাতে চান? তাহলে তেনোমুল করুন... তারপর দুনীতির সব প্রমাণ পুকুরে ফেলে দিন MEMES ব্যাস কেল্লাফতে...
./Train/Image/train0684.jpg,ji faki baji faki ba<mark>v</mark>raki b faki baji faki baji faki আপনি যতই বড় হয়ে যান না কেন মায়ের চোখে সবসময়য় ছোটই থাকবেন। aki baji faki faki baji faki ii faki baii
./Train/Image/train2240.jpg,বসে চাটো প্রতিযোগিতা অস্তিত্ব রাখে @meme junctionবাংলা *দেবাংশু ভট্টাচার্য
./Train/Image/train1195.jpg,বাংলাদেশের চাঁদ মঙ্গল গ্ৰহ রাস্তা BAZZZ FAKI কতো মিল ছবি গুলোর মধ্যে
./Train/Image/train0241.jpg,"মাথা ব্যাং 197 <i>ক্যান্সার</i> 
eq 1 এহডস NERD ARMY'S<br>SHITPOSTING Nipa Nipa Napa Napa Napa Napa Napa"
./Train/Image/train2868.jpg,ট্যুরে রওনা হওয়ার সময় দেরি<br>করতে থাকা এক ব্যক্তি তোমরা কেউ কি করবে আমার জন্য অপেক্ষা?
./Train/Image/train2686.jpg,উলালা ULALA ধানখেতে MAIRALA ছেলেদের কথা এক ক্রান দিয়ে ডুক্তে পারেক কাল দিয়ে বের খুয়ে यास উলালা ULALA ধানখেতে MAIRALA व्यादाबन्दा क्यों पूरे कान पिदा पूक यूर्य मिल्ला लिला एला या হাৰা
./Train/Image/train0867.jpg,ø @নাহিদ তুমি কি আৱু ঠান্ডা হবে না?
./Train/Image/train1320.jpg,ধর্মতলায় দিদিব ভাকে ডিম ভার্ত থেতে যাব আজ ববিবার তাই<br>বাড়িতে রান্না ক্রা মাংস ভাত থাব
./Train/Image/train1418.jpg,R. তৃণমূলের নেতার বাড়ির সামনে বি TATELOGRAM Villa: 311. 10- LEX ছাগল বিক্রি করে দেওয়ার অভিযোগ School W MEMES আমরা ছাগলকেও ছাড়িনা।
./Train/Image/train1434.jpg,B/FAKIBAJIB চড়টা কি Serious<mark>ly</mark>মারস্বাকি ইয়ার্কি? Seriously মারসি তুমি তাইলে আজ বেঁচে গেলে তুমি তো জানো আমি ইয়ার্কি একদম পছন্দ করিনা
./Train/Image/train1444.jpg,"Teacher: the 5 senses are smell, hear, feel, taste and see Me: I can hear pictures Teacher: You can't hear pictures, silly Me: mirales THE STATE OF oppo NISSAN 90 NURAN <b>#CWC19</b> NISS Boo"
./Train/Image/train1200.jpg,"অপরিকল্পিত লকডাউন, বেকারত্ব, পরিযায়ী শ্রমিকদের মৃত্যু, কৃষকের আত্মহত্যা, দলিত-মুসলিম সহ অন্যান্য সংখ্যালঘুদের উপর অত্যাচার, ছাত্রদের উপর পুলিশের অত্যাচার, বনাঞ্চল i sleep ধ্বংস, হিন্দি সাম্রাজ্যবাদ মজুর, কৃষকদের ডাকা<br>ধর্মঘটের জন্য রাস্তা অবরোধ"
./Train/Image/train1218.jpg,"ছেলে মার্শাআল্লাহ্ পুরই ভালো<br>স্পিড, বল কন্ট্রোল, ড্রিবলিং সবই পারে, ছেলে ১১% ভাঁলো গুধু... ইয়ে মাজে..."
./Train/Image/train0832.jpg,"KOI JAAASSS? ফিল্লে ফুট্টাট্র আজকে ওতারা বাউ তোৱ উপাৱ এতো কেপালো ক্রেমাঃ KOI JAAASSS? আর কইসনা বন্ধু, অর ছবি ফেসবুকে না দিয়া অয়েলেক্স ডট কমে দিয়া দিসিলাম"
./Train/Image/train0608.jpg,সকল বোর্ডের গড় পাশের হার ৯৩.৫৮% *রিক্সা বিক্রেতা *মিষ্টির দোকানদার @Tanmoy ৰ্যবেসায় সৰুজে ৰাত্তি ব্যবসায় তাতা বাতি
./Train/Image/train1796.jpg,KEU AMARE MAIRALA সারা বছর পিজা পাস্তা আর পহেলা বৈশাখে পাঁভা ইলিশ
./Train/Image/train2555.jpg,"আল্লাহ্ তোমারে দুইটা হাত দিয়েছেন, চাল থেকে পাথৱ বেছে নিতে পারোনা ! 4 નાનોતિ MOSHKORA আল্লাহ্ তোমায় ৩২টা দাঁত দিয়েছেন, ২/৪টা পাথর চিবিয়ে খেতে পারোনা'!"
./Train/Image/train0065.jpg,দোকানদার : কি লাগবে? আমি : যেটা ব্যাবহার না করার জন্য আপনার জন্ম হইছে দোকানদার: HADI ARELIN
./Train/Image/train2238.jpg,"@akashworldwide_0 ছিলো তো অনেকেই, পথে কতজনরে হারাইলাম"
./Train/Image/train1325.jpg,"কি অদ্ভূত ওয়েদার! SHRKILVERSE ১০ মিনিট রোদে হাঁটলেই, চেহারা ন্যাশ্নাল আইডি কার্ডের সাথে হুবহু মিলে যাচ্ছে"
./Train/Image/train2277.jpg,খ্রীত অহিলে হয়েলে খ্রীতের কাপর বিলায় शत्रम् वाहित् अति विलास त्या काल ???
./Train/Image/train0560.jpg,ও ভূমিকম্প হইসে৷ KEU AMARE MAIRALA তুমি স্ট্যাটাস না দিলে জানতামই না!
./Train/Image/train1354.jpg,ज्याञ्चली? Bangla Meme® আমি ভধু ভয়ান্ডেতে ই সেধূরী করতে পারি?
./Train/Image/train0442.jpg,That Monsit JONIDAR SAHER faki baji Off Jana faki baji ana jaki baji Milana faki baji Off Jana faki baji Off Jana faki baji Off Jana faki fakt bail Off Japa faki bail Off Jaaa ki bail Off Japa faki bail Off Japa faki bail Off Japa faki bail Off Japa যখন আশে পাশে কো্থাও ককটেল বিস্ফোরণ অথবা পুলিশের ধাওয়া।
./Train/Image/train2287.jpg,পর্ণ দেখতে বড় ভাইয়ের কাছে ধরা খাওয়ার পর বড়ভাইঃ @Bengali_thug_life অল্প বয়সে এতো মজা ভালো না
./Train/Image/train1747.jpg,"বন্ধু যখন তার গার্লফ্রেন্ড কে রেস্টুরেন্টে নিয়ে যাওয়ার জন্য আমার কাছে কিছু টাকা চায়! আমিঃ Antiyn"""
./Train/Image/train1050.jpg,বাঙালি বিয়ে বাড়ি যেয়ে রসগোল্লা খাওয়ার আগে রসগোল্লা <b>@Adhintya</b>
./Train/Image/train1948.jpg,"ও মশাই শুনেছেন, মদনকে প্রথম মদ খাইয়েছে শুভেন্দুর বাবা! মদন কার কাছে মদ খাওয়া শিখেছে সেটা গুরুত্বপূর্ণ নয়! গুরুত্বপূর্ণ হলো, মদন কার কাছে ঘুষ খাওয়া শিখেছে..."
./Train/Image/train1814.jpg,BANGLATROLL.COM BANGLA TREEL যখন ঘুমানোর পর মনে পড়ে গ্যাসের চুলা বন্ধ করিনাই
./Train/Image/train2825.jpg,"Windows ইনস্টল CSE পড়া নিয়ে খোটা দেয়া করতে না পাড়া আমি : বাবা,মা,ভাই :"
./Train/Image/train1981.jpg,That moment ষ্থল একলা খেলা দেখি ଆରୁପାରା ষ্থ্ন অ্বারা / অ্বায়া অ্বান্তা Facebook.com Gairala420
./Train/Image/train2609.jpg,ভালো বন্ধু ছিলো। কিন্তু ফ্যাসিবাদকে সমর্থন<br>করছিলো। কিছুতেই নিজের ভুল বুঝতে চাইছিলোনা।
